date,1a. open (EUR),1b. open (USD),2a. high (EUR),2b. high (USD),3a. low (EUR),3b. low (USD),4a. close (EUR),4b. close (USD),5. volume,6. market cap (USD)
2023-01-03,68.87465,74.75,70.505528,76.52,67.833468,73.62,69.630198,75.57,725798.101,725798.101
2023-01-02,65.345688,70.92,71.832344,77.96,64.498,70.0,68.865436,74.74,1056995.281,1056995.281
2023-01-01,64.626996,70.14,65.92617,71.55,63.493674,68.91,65.336474,70.91,497824.424,497824.424
2022-12-31,62.599916,67.94,65.529968,71.12,62.305068,67.62,64.626996,70.14,563994.497,563994.497
2022-12-30,61.420524,66.66,63.318608,68.72,60.849256,66.04,62.599916,67.94,476504.755,476504.755
2022-12-29,61.107248,66.32,62.01022,67.3,60.416198,65.57,61.420524,66.66,498307.656,498307.656
2022-12-28,63.281752,68.68,64.018872,69.48,60.526766,65.69,61.107248,66.32,693169.686,693169.686
2022-12-27,65.207478,70.77,65.548396,71.14,62.443278,67.77,63.272538,68.67,688534.199,688534.199
2022-12-26,63.71481,69.15,66.184162,71.83,63.189612,68.58,65.216692,70.78,724746.003,724746.003
2022-12-25,60.600478,65.77,64.240008,69.72,60.16742,65.3,63.71481,69.15,563485.616,563485.616
2022-12-24,60.58205,65.75,60.85847,66.05,59.946284,65.06,60.591264,65.76,218820.376,218820.376
2022-12-23,61.005894,66.21,61.475808,66.72,59.808074,64.91,60.58205,65.75,387146.613,387146.613
2022-12-22,60.25956,65.4,61.45738,66.7,59.190736,64.24,61.005894,66.21,505782.811,505782.811
2022-12-21,60.406984,65.56,61.586376,66.84,59.531654,64.61,60.25956,65.4,573283.433,573283.433
2022-12-20,58.379904,63.36,61.13489,66.35,58.121912,63.08,60.39777,65.55,850764.015,850764.015
2022-12-19,59.328946,64.39,59.909428,65.02,56.242256,61.04,58.389118,63.37,866072.922,866072.922
2022-12-18,59.789646,64.89,60.775544,65.96,58.075842,63.03,59.310518,64.37,639108.584,639108.584
2022-12-17,61.033536,66.24,62.37878,67.7,57.596714,62.51,59.789646,64.89,1344619.107,1344619.107
2022-12-16,66.737002,72.43,67.778184,73.56,59.891,65.0,61.04275,66.25,1160661.942,1160661.942
2022-12-15,69.372206,75.29,69.538058,75.47,66.06438,71.7,66.727788,72.42,598856.974,598856.974
2022-12-14,71.31636,77.4,72.891954,79.11,68.36788,74.2,69.38142,75.3,911912.129,911912.129
2022-12-13,70.229108,76.22,73.564576,79.84,68.146744,73.96,71.307146,77.39,1018153.938,1018153.938
2022-12-12,70.496314,76.51,70.680594,76.71,67.713686,73.49,70.238322,76.23,656093.652,656093.652
2022-12-11,70.358104,76.36,72.256188,78.42,70.284392,76.28,70.4871,76.5,348230.246,348230.246
2022-12-10,70.312034,76.31,71.371644,77.46,69.694696,75.64,70.358104,76.36,301184.283,301184.283
2022-12-09,72.108764,78.26,72.65239,78.85,69.878976,75.84,70.312034,76.31,621921.168,621921.168
2022-12-08,70.85566,76.9,72.56025,78.75,68.6443,74.5,72.117978,78.27,911785.771,911785.771
2022-12-07,73.61986,79.9,74.08056,80.4,69.5657,75.5,70.846446,76.89,864677.814,864677.814
2022-12-06,73.887066,80.19,75.342878,81.77,71.565138,77.67,73.601432,79.88,802781.092,802781.092
2022-12-05,71.012298,77.07,78.319,85.0,70.781948,76.82,73.887066,80.19,1698312.839,1698312.839
2022-12-04,70.431816,76.44,71.417714,77.51,69.832906,75.79,71.012298,77.07,390998.288,390998.288
2022-12-03,71.804702,77.93,71.988982,78.13,69.510416,75.44,70.459458,76.47,432581.631,432581.631
2022-12-02,71.472998,77.57,71.952126,78.09,69.418276,75.34,71.813916,77.94,582041.35,582041.35
2022-12-01,72.92881,79.15,74.320124,80.66,70.275178,76.27,71.472998,77.57,968244.356,968244.356
2022-11-30,69.851334,75.81,74.522832,80.88,69.491988,75.42,72.938024,79.16,1108600.292,1108600.292
2022-11-29,68.146744,73.96,71.850772,77.98,67.63076,73.4,69.84212,75.8,1214848.559,1214848.559
2022-11-28,69.031288,74.92,69.418276,75.34,64.986342,70.53,68.155958,73.97,1474228.831,1474228.831
2022-11-27,70.468672,76.48,73.085448,79.32,68.32181,74.15,69.031288,74.92,994997.591,994997.591
2022-11-26,68.27574,74.1,73.38951,79.65,68.082246,73.89,70.459458,76.47,1274051.02,1274051.02
2022-11-25,72.495752,78.68,73.61986,79.9,67.381982,73.13,68.27574,74.1,1546973.408,1546973.408
2022-11-24,72.799814,79.01,73.269728,79.52,69.206354,75.11,72.477324,78.66,1698054.062,1698054.062
2022-11-23,65.09691,70.65,77.084324,83.66,64.138654,69.61,72.809028,79.02,3062621.766,3062621.766
2022-11-22,56.518676,61.34,65.714248,71.32,56.269898,61.07,65.106124,70.66,2212093.045,2212093.045
2022-11-21,57.237368,62.12,58.886674,63.91,54.59295,59.25,56.491034,61.31,1219683.801,1219683.801
2022-11-20,58.951172,63.98,59.762004,64.86,55.624918,60.37,57.237368,62.12,738121.307,738121.307
2022-11-19,57.707282,62.63,59.531654,64.61,56.509462,61.33,58.951172,63.98,585835.654,585835.654
2022-11-18,57.670426,62.59,58.9696,64.0,56.739812,61.58,57.698068,62.62,820500.727,820500.727
2022-11-17,52.971286,57.49,58.361476,63.34,52.529014,57.01,57.670426,62.59,1125276.943,1125276.943
2022-11-16,53.4412,58.0,55.459066,60.19,52.261808,56.72,52.971286,57.49,708710.343,708710.343
2022-11-15,52.24338,56.7,54.860156,59.54,52.040672,56.48,53.450414,58.01,785891.462,785891.462
2022-11-14,52.860718,57.37,54.648234,59.31,49.055336,53.24,52.24338,56.7,1455419.171,1455419.171
2022-11-13,55.247144,59.96,55.60649,60.35,51.810322,56.23,52.860718,57.37,585950.814,585950.814
2022-11-12,56.638458,61.47,56.89645,61.75,53.570196,58.14,55.228716,59.94,768579.231,768579.231
2022-11-11,55.799984,60.56,59.356588,64.42,53.911114,58.51,56.656886,61.49,1920110.08,1920110.08
2022-11-10,46.705766,50.69,56.509462,61.33,45.673798,49.57,55.799984,60.56,2070234.582,2070234.582
2022-11-09,53.247706,57.79,55.090506,59.79,43.85864,47.6,46.696552,50.68,2103687.619,2103687.619
2022-11-08,62.120788,67.42,63.466032,68.88,49.792456,54.04,53.275348,57.82,2190119.395,2190119.395
2022-11-07,62.894764,68.26,67.593904,73.36,61.005894,66.21,62.120788,67.42,1392881.038,1392881.038
2022-11-06,63.816164,69.26,65.493112,71.08,62.222142,67.53,62.894764,68.26,805404.064,805404.064
2022-11-05,62.277426,67.59,66.267088,71.92,61.835154,67.11,63.788522,69.23,1110640.601,1110640.601
2022-11-04,56.979376,61.84,64.931058,70.47,56.813524,61.66,62.268212,67.58,1439948.154,1439948.154
2022-11-03,56.15933,60.95,59.651436,64.74,55.37614,60.1,56.979376,61.84,1374836.407,1374836.407
2022-11-02,50.76914,55.1,57.992916,62.94,50.40058,54.7,56.15933,60.95,2104437.286,2104437.286
2022-11-01,50.695428,55.02,51.533902,55.93,50.2163,54.5,50.76914,55.1,350582.944,350582.944
2022-10-31,51.008704,55.36,51.985388,56.42,49.7556,54.0,50.686214,55.01,474531.793,474531.793
2022-10-30,52.142026,56.59,52.9805,57.5,50.419008,54.72,50.99949,55.35,375670.757,375670.757
2022-10-29,50.603288,54.92,53.081854,57.61,50.345296,54.64,52.15124,56.6,551803.761,551803.761
2022-10-28,50.44665,54.75,51.192984,55.56,49.2949,53.5,50.603288,54.92,434316.144,434316.144
2022-10-27,51.948532,56.38,52.234166,56.69,50.2163,54.5,50.44665,54.75,429463.431,429463.431
2022-10-26,51.524688,55.92,53.091068,57.62,51.285124,55.66,51.957746,56.39,516629.568,516629.568
2022-10-25,48.410356,52.54,52.33552,56.8,48.170792,52.28,51.524688,55.92,560410.004,560410.004
2022-10-24,49.792456,54.04,49.93988,54.2,48.014154,52.11,48.410356,52.54,349594.941,349594.941
2022-10-23,48.078652,52.18,49.80167,54.05,47.746948,51.82,49.783242,54.03,251178.625,251178.625
2022-10-22,47.581096,51.64,48.355072,52.48,47.332318,51.37,48.078652,52.18,187151.435,187151.435
2022-10-21,47.194108,51.22,47.737734,51.81,45.646156,49.54,47.571882,51.63,305760.951,305760.951
2022-10-20,46.936116,50.94,48.00494,52.1,46.585984,50.56,47.194108,51.22,271491.392,271491.392
2022-10-19,47.783804,51.86,47.931228,52.02,46.770264,50.76,46.936116,50.94,232758.435,232758.435
2022-10-18,47.77459,51.85,48.09708,52.2,46.76105,50.75,47.783804,51.86,267297.77,267297.77
2022-10-17,47.387602,51.43,48.060224,52.16,47.03747,51.05,47.746948,51.82,219445.145,219445.145
2022-10-16,46.429346,50.39,47.737734,51.81,46.309564,50.26,47.387602,51.43,231209.546,231209.546
2022-10-15,47.26782,51.3,47.608738,51.67,46.309564,50.26,46.429346,50.39,230281.317,230281.317
2022-10-14,47.074326,51.09,48.437998,52.57,46.89926,50.9,47.277034,51.31,320840.529,320840.529
2022-10-13,48.115508,52.22,48.3735,52.5,44.522048,48.32,47.08354,51.1,598879.562,598879.562
2022-10-12,47.931228,52.02,48.815772,52.98,47.54424,51.6,48.124722,52.23,355312.415,355312.415
2022-10-11,48.502496,52.64,48.502496,52.64,47.240178,51.27,47.940442,52.03,325528.77,325528.77
2022-10-10,49.654246,53.89,50.179444,54.46,48.3735,52.5,48.493282,52.63,393032.725,393032.725
2022-10-09,48.640706,52.79,49.746386,53.99,48.548566,52.69,49.66346,53.9,197759.856,197759.856
2022-10-08,48.686776,52.84,49.34097,53.55,48.262932,52.38,48.640706,52.79,244809.681,244809.681
2022-10-07,49.322542,53.53,49.61739,53.85,48.161578,52.27,48.677562,52.83,353877.822,353877.822
2022-10-06,50.326868,54.62,50.72307,55.05,49.147476,53.34,49.322542,53.53,389720.238,389720.238
2022-10-05,50.934992,55.28,50.95342,55.3,49.11062,53.3,50.336082,54.63,340455.979,340455.979
2022-10-04,49.903024,54.16,51.349622,55.73,49.645032,53.88,50.934992,55.28,379502.091,379502.091
2022-10-03,47.746948,51.82,50.068876,54.34,47.4521,51.5,49.912238,54.17,377561.929,377561.929
2022-10-02,48.751274,52.91,49.258044,53.46,47.608738,51.67,47.746948,51.82,245935.517,245935.517
2022-10-01,49.285686,53.49,49.598962,53.83,48.318216,52.44,48.760488,52.92,227981.29,227981.29
2022-09-30,49.727958,53.97,50.76914,55.1,48.705204,52.86,49.276472,53.48,417555.874,417555.874
2022-09-29,49.101406,53.29,49.903024,54.16,48.133936,52.24,49.718744,53.96,415487.402,415487.402
2022-09-28,48.51171,52.65,49.598962,53.83,46.9914,51.0,49.101406,53.29,486979.887,486979.887
2022-09-27,49.239616,53.44,51.285124,55.66,47.72852,51.8,48.51171,52.65,594149.312,594149.312
2022-09-26,48.401142,52.53,49.506822,53.73,47.793018,51.87,49.239616,53.44,462703.227,462703.227
2022-09-25,49.230402,53.43,50.133374,54.41,48.115508,52.22,48.401142,52.53,388583.254,388583.254
2022-09-24,50.888922,55.23,51.561544,55.96,49.000052,53.18,49.230402,53.43,477670.635,477670.635
2022-09-23,49.368612,53.58,50.990276,55.34,47.35996,51.4,50.879708,55.22,628774.838,628774.838
2022-09-22,47.074326,51.09,49.838526,54.09,46.641268,50.62,49.359398,53.57,615045.097,615045.097
2022-09-21,48.207648,52.32,51.156128,55.52,46.281922,50.23,47.074326,51.09,948476.557,948476.557
2022-09-20,48.732846,52.89,49.61739,53.85,46.862404,50.86,48.18922,52.3,740261.769,740261.769
2022-09-19,48.502496,52.64,49.516036,53.74,46.079214,50.01,48.751274,52.91,1189979.555,1189979.555
2022-09-18,53.293776,57.84,53.30299,57.85,48.115508,52.22,48.493282,52.63,524264.696,524264.696
2022-09-17,51.533902,55.93,53.846616,58.44,51.423334,55.81,53.284562,57.83,314150.499,314150.499
2022-09-16,51.92089,56.35,52.492158,56.97,50.317654,54.61,51.55233,55.95,469333.524,469333.524
2022-09-15,55.431424,60.16,56.048762,60.83,51.441762,55.83,51.911676,56.34,696696.515,696696.515
2022-09-14,54.445526,59.09,56.371252,61.18,53.560982,58.13,55.449852,60.18,753407.479,753407.479
2022-09-13,56.564746,61.39,62.176072,67.48,53.745262,58.33,54.45474,59.1,1440002.977,1440002.977
2022-09-12,57.274224,62.16,58.260122,63.23,55.357712,60.08,56.555532,61.38,492838.604,492838.604
2022-09-11,58.306192,63.28,59.402658,64.47,56.509462,61.33,57.274224,62.16,491835.138,491835.138
2022-09-10,56.334396,61.14,59.605366,64.69,55.781556,60.54,58.306192,63.28,643910.358,643910.358
2022-09-09,53.413558,57.97,57.071516,61.94,53.16478,57.7,56.325182,61.13,640028.177,640028.177
2022-09-08,52.805434,57.31,53.99404,58.6,51.653684,56.06,53.404344,57.96,526585.078,526585.078
2022-09-07,49.838526,54.09,53.708406,58.29,48.705204,52.86,52.805434,57.31,791215.198,791215.198
2022-09-06,55.643346,60.39,57.808636,62.74,49.7556,54.0,49.856954,54.11,893919.423,893919.423
2022-09-05,56.11326,60.9,56.785882,61.63,54.59295,59.25,55.643346,60.39,550152.845,550152.845
2022-09-04,55.42221,60.15,56.196186,60.99,54.003254,58.61,56.11326,60.9,416674.079,416674.079
2022-09-03,56.196186,60.99,57.338722,62.23,54.850942,59.53,55.42221,60.15,604642.95,604642.95
2022-09-02,53.063426,57.59,57.5875,62.5,52.049886,56.49,56.196186,60.99,970963.365,970963.365
2022-09-01,49.598962,53.83,53.275348,57.82,49.009266,53.19,53.054212,57.58,746451.633,746451.633
2022-08-31,48.843414,53.01,50.916564,55.26,48.843414,53.01,49.608176,53.84,441087.366,441087.366
2022-08-30,51.395692,55.78,51.82875,56.25,47.737734,51.81,48.843414,53.01,505556.585,505556.585
2022-08-29,49.221188,53.42,52.24338,56.7,48.391928,52.52,51.41412,55.8,635767.414,635767.414
2022-08-28,48.843414,53.01,51.5984,56.0,48.345858,52.47,49.211974,53.41,571920.844,571920.844
2022-08-27,48.548566,52.69,49.276472,53.48,47.571882,51.63,48.843414,53.01,342396.436,342396.436
2022-08-26,52.169668,56.62,53.726834,58.31,47.986512,52.08,48.539352,52.68,663761.061,663761.061
2022-08-25,52.031458,56.47,53.008142,57.53,51.432548,55.82,52.178882,56.63,379154.499,379154.499
2022-08-24,52.61194,57.1,53.155566,57.69,51.192984,55.56,52.022244,56.46,437641.062,437641.062
2022-08-23,52.731722,57.23,53.21085,57.75,49.645032,53.88,52.593512,57.08,562176.705,562176.705
2022-08-22,51.285124,55.66,52.93443,57.45,48.152364,52.26,52.722508,57.22,877776.632,877776.632
2022-08-21,49.856954,54.11,51.5984,56.0,49.57132,53.8,51.294338,55.67,377261.077,377261.077
2022-08-20,49.764814,54.01,51.248268,55.62,48.502496,52.64,49.84774,54.1,651478.682,651478.682
2022-08-19,55.311642,60.03,55.459066,60.19,49.073764,53.26,49.746386,53.99,807381.053,807381.053
2022-08-18,55.763128,60.52,56.878022,61.73,54.666662,59.33,55.302428,60.02,422084.3,422084.3
2022-08-17,56.500248,61.32,59.651436,64.74,54.979938,59.67,55.763128,60.52,718429.134,718429.134
2022-08-16,55.892124,60.66,56.914878,61.77,55.274786,59.99,56.509462,61.33,367330.078,367330.078
2022-08-15,58.167982,63.13,60.185848,65.32,54.952296,59.64,55.901338,60.67,521249.361,521249.361
2022-08-14,58.794534,63.81,60.664976,65.84,57.467718,62.37,58.177196,63.14,453041.878,453041.878
2022-08-13,57.937632,62.88,60.499124,65.66,57.707282,62.63,58.78532,63.8,502527.314,502527.314
2022-08-12,56.979376,61.84,58.121912,63.08,55.892124,60.66,57.937632,62.88,361467.843,361467.843
2022-08-11,56.739812,61.58,58.490472,63.48,56.647672,61.48,56.979376,61.84,451609.23,451609.23
2022-08-10,54.50081,59.15,57.44929,62.35,52.906788,57.42,56.749026,61.59,683606.931,683606.931
2022-08-09,57.670426,62.59,57.919204,62.86,53.62548,58.2,54.510024,59.16,467966.92,467966.92
2022-08-08,56.306754,61.11,59.052526,64.09,56.02112,60.8,57.688854,62.61,403958.239,403958.239
2022-08-07,56.039548,60.82,57.1268,62.0,55.155004,59.86,56.29754,61.1,242432.341,242432.341
2022-08-06,57.559858,62.47,57.661212,62.58,55.7447,60.5,56.048762,60.83,221909.184,221909.184
2022-08-05,54.952296,59.64,57.651998,62.57,54.924654,59.61,57.559858,62.47,487945.255,487945.255
2022-08-04,53.220064,57.76,56.02112,60.8,53.07264,57.6,54.96151,59.65,438458.424,438458.424
2022-08-03,53.496484,58.06,55.403782,60.13,52.24338,56.7,53.229278,57.77,497789.611,497789.611
2022-08-02,54.786444,59.46,55.14579,59.85,52.178882,56.63,53.48727,58.05,499501.827,499501.827
2022-08-01,55.044436,59.74,55.97505,60.75,53.67155,58.25,54.768016,59.44,413407.163,413407.163
2022-07-31,55.680202,60.43,58.066628,63.02,54.924654,59.61,55.044436,59.74,362956.297,362956.297
2022-07-30,55.88291,60.65,59.034098,64.07,55.201074,59.91,55.670988,60.42,571176.572,571176.572
2022-07-29,58.41676,63.4,59.504012,64.58,55.062864,59.76,55.88291,60.65,598391.17,598391.17
2022-07-28,54.3626,59.0,59.236806,64.29,53.459628,58.02,58.425974,63.41,793684.143,793684.143
2022-07-27,49.654246,53.89,54.427098,59.07,48.843414,53.01,54.371814,59.01,536658.831,536658.831
2022-07-26,49.7556,54.0,49.89381,54.15,47.875944,51.96,49.645032,53.88,420584.372,420584.372
2022-07-25,53.800546,58.39,54.381028,59.02,49.654246,53.89,49.7556,54.0,480171.674,480171.674
2022-07-24,51.893248,56.32,55.081292,59.78,51.893248,56.32,53.800546,58.39,353168.581,353168.581
2022-07-23,51.681326,56.09,52.740936,57.24,50.2163,54.5,51.893248,56.32,359887.479,359887.479
2022-07-22,53.468842,58.03,54.528452,59.18,51.1377,55.5,51.681326,56.09,504430.421,504430.421
2022-07-21,52.70408,57.2,54.04011,58.65,50.81521,55.15,53.459628,58.02,495146.27,495146.27
2022-07-20,53.34906,57.9,56.878022,61.73,51.96696,56.4,52.70408,57.2,823588.205,823588.205
2022-07-19,53.984826,58.59,54.943082,59.63,51.441762,55.83,53.34906,57.9,648764.405,648764.405
2022-07-18,51.377264,55.76,54.878584,59.56,50.888922,55.23,53.99404,58.6,704809.589,704809.589
2022-07-17,50.741498,55.07,52.538228,57.02,50.059662,54.33,51.377264,55.76,488379.926,488379.926
2022-07-16,47.691664,51.76,51.192984,55.56,47.055898,51.07,50.750712,55.08,437141.035,437141.035
2022-07-15,47.286248,51.32,48.631492,52.78,46.632054,50.61,47.710092,51.78,544118.253,544118.253
2022-07-14,45.646156,49.54,47.68245,51.75,44.190344,47.96,47.286248,51.32,522186.191,522186.191
2022-07-13,43.600648,47.32,45.821222,49.73,42.762174,46.41,45.664584,49.56,601519.056,601519.056
2022-07-12,44.87218,48.7,45.489518,49.37,43.563792,47.28,43.609862,47.33,466284.497,466284.497
2022-07-11,48.023368,52.12,48.14315,52.25,44.466764,48.26,44.881394,48.71,458088.601,458088.601
2022-07-10,49.838526,54.09,50.741498,55.07,46.66891,50.65,48.023368,52.12,793607.197,793607.197
2022-07-09,47.31389,51.35,50.49272,54.8,47.295462,51.33,49.838526,54.09,369622.829,369622.829
2022-07-08,48.069438,52.17,49.746386,53.99,46.76105,50.75,47.31389,51.35,539059.048,539059.048
2022-07-07,46.401704,50.36,48.502496,52.64,45.858078,49.77,48.05101,52.15,478416.357,478416.357
2022-07-06,45.79358,49.7,47.17568,51.2,45.111744,48.96,46.383276,50.34,369984.007,369984.007
2022-07-05,48.133936,52.24,48.355072,52.48,44.18113,47.95,45.79358,49.7,567147.955,567147.955
2022-07-04,46.936116,50.94,48.309002,52.43,45.79358,49.7,48.152364,52.26,428499.128,428499.128
2022-07-03,46.57677,50.55,48.115508,52.22,45.249954,49.11,46.94533,50.95,319754.383,319754.383
2022-07-02,47.184894,51.21,47.59031,51.65,45.858078,49.77,46.57677,50.55,395349.861,395349.861
2022-07-01,49.608176,53.84,51.856392,56.28,46.106856,50.04,47.166466,51.19,606167.187,606167.187
2022-06-30,49.460752,53.68,49.7556,54.0,46.20821,50.15,49.608176,53.84,505134.988,505134.988
2022-06-29,48.566994,52.71,50.17023,54.45,47.323104,51.36,49.460752,53.68,451898.813,451898.813
2022-06-28,51.497046,55.89,52.5198,57.0,48.437998,52.57,48.539352,52.68,428561.798,428561.798
2022-06-27,52.15124,56.6,54.012468,58.62,50.511148,54.82,51.469404,55.86,397024.694,397024.694
2022-06-26,54.261246,58.89,55.7447,60.5,52.15124,56.6,52.160454,56.61,518719.077,518719.077
2022-06-25,51.46019,55.85,55.062864,59.76,50.299226,54.59,54.252032,58.88,618227.012,618227.012
2022-06-24,51.340408,55.72,52.833076,57.34,50.12416,54.4,51.450976,55.84,730614.764,730614.764
2022-06-23,48.05101,52.15,52.307878,56.77,47.82066,51.9,51.358836,55.74,994973.172,994973.172
2022-06-22,49.322542,53.53,49.34097,53.55,46.447774,50.41,48.032582,52.13,927893.846,927893.846
2022-06-21,48.613064,52.76,51.331194,55.71,47.783804,51.86,49.313328,53.52,1381554.785,1381554.785
2022-06-20,50.03202,54.3,50.465078,54.77,47.277034,51.31,48.622278,52.77,1979924.021,1979924.021
2022-06-19,43.462438,47.17,52.01303,56.45,41.380074,44.91,50.022806,54.29,2451326.02,2451326.02
2022-06-18,43.85864,47.6,44.59576,48.4,38.201244,41.46,43.471652,47.18,1913775.171,1913775.171
2022-06-17,41.27872,44.8,44.623402,48.43,40.919374,44.41,43.85864,47.6,1207287.632,1207287.632
2022-06-16,46.678124,50.66,47.194108,51.22,40.560028,44.02,41.260292,44.78,1636635.976,1636635.976
2022-06-15,42.531824,46.16,46.972972,50.98,38.385524,41.66,46.66891,50.65,2010453.14,2010453.14
2022-06-14,40.0809,43.5,42.8451,46.5,37.13242,40.3,42.52261,46.15,1538135.285,1538135.285
2022-06-13,44.13506,47.9,44.50362,48.3,37.7774,41.0,40.0809,43.5,1585014.73295,1585014.73295
2022-06-12,48.09708,52.2,48.46564,52.6,43.58222,47.3,44.13506,47.9,751665.40626,751665.40626
2022-06-11,52.15124,56.6,53.25692,57.8,47.54424,51.6,48.09708,52.2,588679.33839,588679.33839
2022-06-10,55.46828,60.2,55.65256,60.4,51.22984,55.6,52.24338,56.7,505271.348,505271.348
2022-06-09,56.57396,61.4,57.49536,62.4,54.54688,59.2,55.56042,60.3,295546.594,295546.594
2022-06-08,58.87746,63.9,59.4303,64.5,56.29754,61.1,56.48182,61.3,460948.577,460948.577
2022-06-07,59.4303,64.5,60.3517,65.5,55.37614,60.1,58.78532,63.8,493587.564,493587.564
2022-06-06,58.23248,63.2,61.45738,66.7,57.95606,62.9,59.4303,64.5,374528.282,374528.282
2022-06-05,58.78532,63.8,58.87746,63.9,56.85038,61.7,58.23248,63.2,194186.313,194186.313
2022-06-04,57.67964,62.6,59.33816,64.4,56.48182,61.3,58.69318,63.7,187841.045,187841.045
2022-06-03,59.33816,64.4,59.79886,64.9,56.57396,61.4,57.67964,62.6,281679.966,281679.966
2022-06-02,57.77178,62.7,59.70672,64.8,57.21894,62.1,59.4303,64.5,371742.76,371742.76
2022-06-01,63.02376,68.4,65.05084,70.6,56.85038,61.7,57.77178,62.7,634020.203,634020.203
2022-05-31,63.66874,69.1,64.31372,69.8,61.45738,66.7,63.02376,68.4,445048.542,445048.542
2022-05-30,58.69318,63.7,64.31372,69.8,58.23248,63.2,63.66874,69.1,612046.039,612046.039
2022-05-29,58.14034,63.1,59.33816,64.4,56.94252,61.8,58.60104,63.6,315852.358,315852.358
2022-05-28,56.75824,61.6,58.9696,64.0,56.48182,61.3,58.0482,63.0,336506.622,336506.622
2022-05-27,58.41676,63.4,59.06174,64.1,56.11326,60.9,56.75824,61.6,739704.085,739704.085
2022-05-26,62.83948,68.2,63.48446,68.9,55.65256,60.4,58.5089,63.5,730443.128,730443.128
2022-05-25,64.77442,70.3,66.06438,71.7,62.56306,67.9,62.83948,68.2,414049.811,414049.811
2022-05-24,63.5766,69.0,65.23512,70.8,61.7338,67.0,64.68228,70.2,492877.962,492877.962
2022-05-23,65.97224,71.6,68.1836,74.0,62.93162,68.3,63.66874,69.1,613835.768,613835.768
2022-05-22,64.31372,69.8,66.89364,72.6,63.94516,69.4,66.06438,71.7,290794.185,290794.185
2022-05-21,63.20804,68.6,65.14298,70.7,62.56306,67.9,64.31372,69.8,274675.04,274675.04
2022-05-20,66.43294,72.1,67.7229,73.5,61.45738,66.7,63.20804,68.6,755303.038,755303.038
2022-05-19,60.72026,65.9,66.98578,72.7,59.52244,64.6,66.43294,72.1,690029.823,690029.823
2022-05-18,67.35434,73.1,68.55216,74.4,60.53598,65.7,60.8124,66.0,701726.501,701726.501
2022-05-17,61.91808,67.2,68.09146,73.9,61.82594,67.1,67.44648,73.2,639716.3,639716.3
2022-05-16,65.8801,71.5,65.97224,71.6,59.79886,64.9,62.01022,67.3,577142.751,577142.751
2022-05-15,63.39232,68.8,66.15652,71.8,60.72026,65.9,65.97224,71.6,508046.555,508046.555
2022-05-14,62.47092,67.8,64.77442,70.3,59.15388,64.2,63.48446,68.9,556982.007,556982.007
2022-05-13,59.33816,64.4,67.44648,73.2,58.23248,63.2,62.56306,67.9,1132719.666,1132719.666
2022-05-12,61.45738,66.7,64.40586,69.9,50.12416,54.4,59.4303,64.5,2076325.53921,2076325.53921
2022-05-11,73.80414,80.1,76.29192,82.8,59.15388,64.2,61.36524,66.6,2156656.19047,2156656.19047
2022-05-10,70.21068,76.2,78.319,85.0,67.53862,73.3,73.89628,80.2,1335840.74274,1335840.74274
2022-05-09,86.42732,93.8,87.44086,94.9,69.28928,75.2,70.21068,76.2,1075917.38183,1075917.38183
2022-05-08,86.88802,94.3,88.27012,95.8,84.3081,91.5,86.51946,93.9,441180.21,441180.21
2022-05-07,89.09938,96.7,89.74436,97.4,85.32164,92.6,86.88802,94.3,298037.215,298037.215
2022-05-06,89.19152,96.8,90.66576,98.4,85.59806,92.9,89.09938,96.7,494007.711,494007.711
2022-05-05,97.94482,106.3,98.49766,106.9,87.34872,94.8,89.19152,96.8,586614.195,586614.195
2022-05-04,91.49502,99.3,98.68194,107.1,91.2186,99.0,97.94482,106.3,475753.421,475753.421
2022-05-03,92.78498,100.7,93.42996,101.4,89.74436,97.4,91.58716,99.4,307980.668,307980.668
2022-05-02,91.49502,99.3,93.89066,101.9,90.57362,98.3,92.78498,100.7,330388.68,330388.68
2022-05-01,88.36226,95.9,92.14,100.0,86.98016,94.4,91.49502,99.3,295463.925,295463.925
2022-04-30,92.41642,100.3,93.61424,101.6,86.1509,93.5,88.27012,95.8,343937.913,343937.913
2022-04-29,95.18062,103.3,96.2863,104.5,90.66576,98.4,92.50856,100.4,394065.385,394065.385
2022-04-28,92.69284,100.6,97.48412,105.8,91.86358,99.7,95.18062,103.3,543891.391,543891.391
2022-04-27,90.85004,98.6,93.9828,102.0,90.02078,97.7,92.6007,100.5,295862.61,295862.61
2022-04-26,96.37844,104.6,97.11556,105.4,88.73082,96.3,90.85004,98.6,370089.57,370089.57
2022-04-25,96.37844,104.6,96.65486,104.9,90.57362,98.3,96.37844,104.6,464513.108,464513.108
2022-04-24,96.93128,105.2,97.57626,105.9,95.3649,103.5,96.37844,104.6,188484.103,188484.103
2022-04-23,97.11556,105.4,98.77408,107.2,96.19416,104.4,96.83914,105.1,151820.201,151820.201
2022-04-22,98.40552,106.8,100.15618,108.7,96.47058,104.7,97.11556,105.4,307003.595,307003.595
2022-04-21,103.10466,111.9,105.5003,114.5,97.11556,105.4,98.40552,106.8,374445.22,374445.22
2022-04-20,104.85532,113.8,105.22388,114.2,101.99898,110.7,103.10466,111.9,317572.869,317572.869
2022-04-19,102.55182,111.3,105.22388,114.2,101.90684,110.6,104.85532,113.8,267982.503,267982.503
