date,1a. open (EUR),1b. open (USD),2a. high (EUR),2b. high (USD),3a. low (EUR),3b. low (USD),4a. close (EUR),4b. close (USD),5. volume,6. market cap (USD)
2022-04-18,100.24832,108.8,102.7361,111.5,96.93128,105.2,102.55182,111.3,433957.577,433957.577
2022-04-17,105.31602,114.3,106.05314,115.1,99.69548,108.2,100.24832,108.8,275657.857,275657.857
2022-04-16,102.2754,111.0,105.86886,114.9,101.44614,110.1,105.31602,114.3,256441.818,256441.818
2022-04-15,98.86622,107.3,104.02606,112.9,98.5898,107.0,102.2754,111.0,303062.025,303062.025
2022-04-14,101.90684,110.6,103.56536,112.4,97.57626,105.9,98.86622,107.3,323593.487,323593.487
2022-04-13,96.65486,104.9,102.09112,110.8,95.73346,103.9,101.8147,110.5,389766.945,389766.945
2022-04-12,94.4435,102.5,97.48412,105.8,93.70638,101.7,96.56272,104.8,298962.751,298962.751
2022-04-11,101.63042,110.3,101.99898,110.7,93.79852,101.8,94.35136,102.4,440456.851,440456.851
2022-04-10,103.84178,112.7,105.5003,114.5,101.354,110.0,101.63042,110.3,201089.865,201089.865
2022-04-09,101.99898,110.7,104.1182,113.0,101.354,110.0,103.84178,112.7,192659.628,192659.628
2022-04-08,105.0396,114.0,106.23742,115.3,100.98544,109.6,101.99898,110.7,361955.502,361955.502
2022-04-07,102.82824,111.6,105.961,115.0,101.44614,110.1,105.13174,114.1,302722.598,302722.598
2022-04-06,113.14792,122.8,113.51648,123.2,102.64396,111.4,102.92038,111.7,609814.446,609814.446
2022-04-05,114.99072,124.8,117.29422,127.3,112.8715,122.5,113.05578,122.7,266800.707,266800.707
2022-04-04,118.67632,128.8,118.76846,128.9,111.67368,121.2,114.99072,124.8,459946.591,459946.591
2022-04-03,115.08286,124.9,119.3213,129.5,113.88504,123.6,118.58418,128.7,304078.019,304078.019
2022-04-02,114.99072,124.8,118.21562,128.3,113.7929,123.5,114.99072,124.8,446188.67,446188.67
2022-04-01,114.16146,123.9,116.46496,126.4,109.73874,119.1,114.99072,124.8,459214.201,459214.201
2022-03-31,120.79554,131.1,122.45406,132.9,111.58154,121.1,114.06932,123.8,925439.976,925439.976
2022-03-30,119.782,130.0,123.55974,134.1,115.91212,125.8,120.79554,131.1,469285.075,469285.075
2022-03-29,117.57064,127.6,121.6248,132.0,117.0178,127.0,119.87414,130.1,402240.888,402240.888
2022-03-28,119.50558,129.7,122.17764,132.6,116.74138,126.7,117.57064,127.6,485087.181,485087.181
2022-03-27,114.99072,124.8,119.59772,129.8,113.51648,123.2,119.50558,129.7,360946.115,360946.115
2022-03-26,114.2536,124.0,115.72784,125.6,112.31866,121.9,114.99072,124.8,222339.521,222339.521
2022-03-25,116.46496,126.4,117.29422,127.3,111.9501,121.5,114.16146,123.9,388911.114,388911.114
2022-03-24,112.8715,122.5,117.66278,127.7,110.568,120.0,116.5571,126.5,494673.517,494673.517
2022-03-23,113.05578,122.7,114.7143,124.5,109.1859,118.5,112.77936,122.4,404116.575,404116.575
2022-03-22,106.97454,116.1,113.97718,123.7,106.51384,115.6,113.05578,122.7,613158.765,613158.765
2022-03-21,105.86886,114.9,107.61952,116.8,104.21034,113.1,106.8824,116.0,414783.622,414783.622
2022-03-20,107.61952,116.8,109.1859,118.5,102.55182,111.3,105.86886,114.9,456736.029,456736.029
2022-03-19,103.01252,111.8,108.08022,117.3,102.64396,111.4,107.61952,116.8,455077.798,455077.798
2022-03-18,101.53828,110.2,104.1182,113.0,99.23478,107.7,103.10466,111.9,362061.811,362061.811
2022-03-17,102.55182,111.3,102.92038,111.7,99.9719,108.5,101.53828,110.2,315598.565,315598.565
2022-03-16,98.49766,106.9,103.38108,112.2,97.29984,105.6,102.64396,111.4,627565.504,627565.504
2022-03-15,97.2077,105.5,100.06404,108.6,94.35136,102.4,98.40552,106.8,455884.752,455884.752
2022-03-14,93.70638,101.7,98.03696,106.4,92.87712,100.8,97.29984,105.6,461259.961,461259.961
2022-03-13,97.2077,105.5,98.95836,107.4,93.0614,101.0,93.70638,101.7,267778.849,267778.849
2022-03-12,96.37844,104.6,99.5112,108.0,96.2863,104.5,97.29984,105.6,273690.902,273690.902
2022-03-11,94.53564,102.6,98.5898,107.0,91.77144,99.6,96.37844,104.6,462322.473,462322.473
2022-03-10,98.49766,106.9,98.68194,107.1,91.6793,99.5,94.4435,102.5,544448.846,544448.846
2022-03-09,92.87712,100.8,100.70902,109.3,92.50856,100.4,98.49766,106.9,548748.759,548748.759
2022-03-08,90.57362,98.3,94.53564,102.6,90.11292,97.8,92.78498,100.7,489539.231,489539.231
2022-03-07,93.15354,101.1,95.73346,103.9,88.63868,96.2,90.66576,98.4,518690.842,518690.842
2022-03-06,96.65486,104.9,97.6684,106.0,92.69284,100.6,93.15354,101.1,312844.282,312844.282
2022-03-05,93.0614,101.0,97.11556,105.4,91.58716,99.4,96.65486,104.9,298763.798,298763.798
2022-03-04,102.92038,111.7,103.84178,112.7,91.2186,99.0,93.0614,101.0,635993.785,635993.785
2022-03-03,101.63042,110.3,104.1182,113.0,99.41906,107.9,102.92038,111.7,638112.361,638112.361
2022-03-02,103.6575,112.5,105.68458,114.7,100.52474,109.1,101.63042,110.3,513465.217,513465.217
2022-03-01,104.76318,113.7,106.8824,116.0,100.80116,109.4,103.6575,112.5,601477.274,601477.274
2022-02-28,94.81206,102.9,104.94746,113.9,93.24568,101.2,104.76318,113.7,574622.74,574622.74
2022-02-27,99.60334,108.1,101.53828,110.2,93.15354,101.1,94.81206,102.9,417924.626,417924.626
2022-02-26,100.61688,109.2,105.961,115.0,98.22124,106.6,99.69548,108.2,456598.44,456598.44
2022-02-25,96.00988,104.2,101.99898,110.7,93.5221,101.5,100.61688,109.2,604602.878,604602.878
2022-02-24,97.02342,105.3,102.2754,111.0,82.926,90.0,95.91774,104.1,1288797.47718,1288797.47718
2022-02-23,98.95836,107.4,102.7361,111.5,96.65486,104.9,97.11556,105.4,432495.97,432495.97
2022-02-22,94.62778,102.7,99.41906,107.9,92.32428,100.2,98.95836,107.4,537388.743,537388.743
2022-02-21,101.90684,110.6,105.5003,114.5,93.9828,102.0,94.71992,102.8,631230.777,631230.777
2022-02-20,106.4217,115.5,106.69812,115.8,99.87976,108.4,101.90684,110.6,468241.931,468241.931
2022-02-19,105.86886,114.9,107.98808,117.2,104.1182,113.0,106.4217,115.5,361933.434,361933.434
2022-02-18,107.15882,116.3,113.88504,123.6,105.13174,114.1,105.86886,114.9,686552.347,686552.347
2022-02-17,117.75492,127.8,118.8606,129.0,105.77672,114.8,107.15882,116.3,535445.236,535445.236
2022-02-16,121.25624,131.6,121.44052,131.8,115.54356,125.4,117.66278,127.7,325088.116,325088.116
2022-02-15,114.80644,124.6,122.17764,132.6,114.16146,123.9,121.1641,131.5,372015.055,372015.055
2022-02-14,115.72784,125.6,117.0178,127.0,111.85796,121.4,114.80644,124.6,311463.001,311463.001
2022-02-13,116.74138,126.7,118.76846,128.9,113.7929,123.5,115.72784,125.6,261891.161,261891.161
2022-02-12,115.72784,125.6,117.57064,127.6,111.30512,120.8,116.74138,126.7,328295.304,328295.304
2022-02-11,123.9283,134.5,124.20472,134.8,114.99072,124.8,115.72784,125.6,536508.563,536508.563
2022-02-10,128.996,140.0,132.49732,143.8,123.4676,134.0,124.02044,134.6,722895.221,722895.221
2022-02-09,123.09904,133.6,129.9174,141.0,121.6248,132.0,129.08814,140.1,615072.437,615072.437
2022-02-08,126.60036,137.4,131.66806,142.9,120.15056,130.4,123.19118,133.7,974024.21,974024.21
2022-02-07,117.4785,127.5,128.90386,139.9,115.175,125.0,126.60036,137.4,694509.795,694509.795
2022-02-06,112.22652,121.8,117.9392,128.0,111.0287,120.5,117.57064,127.6,415141.018,415141.018
2022-02-05,111.76582,121.3,114.06932,123.8,109.46232,118.8,112.13438,121.7,442597.015,442597.015
2022-02-04,102.18326,110.9,111.9501,121.5,100.15618,108.7,111.76582,121.3,649501.138,649501.138
2022-02-03,99.78762,108.3,102.36754,111.1,97.11556,105.4,102.2754,111.0,380748.903,380748.903
2022-02-02,106.05314,115.1,106.8824,116.0,98.86622,107.3,99.78762,108.3,512026.267,512026.267
2022-02-01,100.80116,109.4,107.71166,116.9,99.69548,108.2,105.961,115.0,597661.679,597661.679
2022-01-31,99.9719,108.5,102.55182,111.3,96.10202,104.3,100.8933,109.5,447814.467,447814.467
2022-01-30,102.18326,110.9,103.38108,112.2,98.5898,107.0,100.06404,108.6,276376.291,276376.291
2022-01-29,100.8933,109.5,103.56536,112.4,99.0505,107.5,102.09112,110.8,345775.899,345775.899
2022-01-28,98.40552,106.8,101.354,110.0,96.93128,105.2,100.80116,109.4,463842.238,463842.238
2022-01-27,98.5898,107.0,101.354,110.0,94.71992,102.8,98.49766,106.9,563991.766,563991.766
2022-01-26,99.41906,107.9,107.3431,116.5,96.37844,104.6,98.49766,106.9,774954.382,774954.382
2022-01-25,100.98544,109.6,101.26186,109.9,96.83914,105.1,99.32692,107.8,589373.563,589373.563
2022-01-24,103.47322,112.3,103.47322,112.3,89.8365,97.5,100.8933,109.5,1098206.519,1098206.519
2022-01-23,99.87976,108.4,103.93392,112.8,97.29984,105.6,103.47322,112.3,588082.317,588082.317
2022-01-22,105.5003,114.5,107.8038,117.0,88.73082,96.3,99.87976,108.4,1345786.1907,1345786.1907
2022-01-21,119.41344,129.6,120.79554,131.1,101.16972,109.8,105.5003,114.5,1024703.15234,1024703.15234
2022-01-20,125.49468,136.2,131.66806,142.9,118.67632,128.8,119.50558,129.7,404805.365,404805.365
2022-01-19,130.28596,141.4,131.7602,143.0,122.73048,133.2,125.49468,136.2,437642.165,437642.165
2022-01-18,139.22354,151.1,141.34276,153.4,127.70604,138.6,130.3781,141.5,605404.359,605404.359
2022-01-17,134.89296,146.4,141.80346,153.9,132.77374,144.1,139.31568,151.2,809014.895,809014.895
2022-01-16,135.99864,147.6,137.2886,149.0,131.94448,143.2,134.89296,146.4,323952.665,323952.665
2022-01-15,133.32658,144.7,138.85498,150.7,132.6816,144.0,136.09078,147.7,461786.036,461786.036
2022-01-14,125.95538,136.7,135.16938,146.7,125.12612,135.8,133.32658,144.7,588107.752,588107.752
2022-01-13,130.8388,142.0,131.20736,142.4,124.02044,134.6,125.95538,136.7,462389.154,462389.154
2022-01-12,121.25624,131.6,131.11522,142.3,120.51912,130.8,130.74666,141.9,387745.567,387745.567
2022-01-11,116.64924,126.6,123.0069,133.5,115.81998,125.7,121.25624,131.6,396300.22,396300.22
2022-01-10,120.51912,130.8,121.1641,131.5,111.21298,120.7,116.5571,126.5,621002.30603,621002.30603
2022-01-09,119.22916,129.4,122.17764,132.6,117.66278,127.7,120.61126,130.9,321828.343,321828.343
2022-01-08,121.07196,131.4,124.20472,134.8,114.99072,124.8,119.22916,129.4,450291.35478,450291.35478
2022-01-07,125.21826,135.9,125.7711,136.5,116.00426,125.9,121.07196,131.4,733975.31191,733975.31191
2022-01-06,124.66542,135.3,127.24534,138.1,121.99336,132.4,125.21826,135.9,531427.357,531427.357
2022-01-05,134.9851,146.5,138.21,150.0,119.59772,129.8,124.75756,135.4,601964.057,601964.057
2022-01-04,136.73576,148.4,139.77638,151.7,133.78728,145.2,134.9851,146.5,331705.663,331705.663
2022-01-03,139.22354,151.1,139.31568,151.2,134.5244,146.0,136.8279,148.5,291038.873,291038.873
2022-01-02,138.94712,150.8,141.34276,153.4,136.18292,147.8,139.31568,151.2,228350.087,228350.087
2022-01-01,134.70868,146.2,139.1314,151.0,134.61654,146.1,138.94712,150.8,225155.54,225155.54
2021-12-31,136.27506,147.9,140.69778,152.7,132.40518,143.7,134.80082,146.3,344892.41,344892.41
2021-12-30,134.0637,145.5,138.21,150.0,131.48378,142.7,136.3672,148.0,318121.046,318121.046
2021-12-29,134.15584,145.6,139.1314,151.0,132.58946,143.9,134.0637,145.5,444947.628,444947.628
2021-12-28,143.64626,155.9,143.7384,156.0,133.1423,144.5,134.24798,145.7,679901.014,679901.014
2021-12-27,143.55412,155.8,148.62182,161.3,142.26416,154.4,143.64626,155.9,464363.98,464363.98
2021-12-26,145.39692,157.8,145.94976,158.4,140.60564,152.6,143.46198,155.7,887961.059,887961.059
2021-12-25,148.52968,161.2,150.74104,163.6,144.93622,157.3,145.39692,157.8,456068.094,456068.094
2021-12-24,150.74104,163.6,153.68952,166.8,147.51614,160.1,148.52968,161.2,411411.856,411411.856
2021-12-23,143.18556,155.4,152.21528,165.2,140.9742,153.0,150.74104,163.6,521673.021,521673.021
2021-12-22,142.63272,154.8,147.60828,160.2,140.88206,152.9,143.18556,155.4,414964.85,414964.85
2021-12-21,140.69778,152.7,144.10696,156.4,137.38074,149.1,142.54058,154.7,375493.205,375493.205
2021-12-20,141.15848,153.2,145.02836,157.4,133.78728,145.2,140.60564,152.6,550918.769,550918.769
2021-12-19,136.92004,148.6,148.43754,161.1,135.99864,147.6,141.15848,153.2,738406.682,738406.682
2021-12-18,132.77374,144.1,138.48642,150.3,131.57592,142.8,136.92004,148.6,300448.219,300448.219
2021-12-17,137.19646,148.9,138.48642,150.3,130.10168,141.2,132.77374,144.1,472455.023,472455.023
2021-12-16,141.4349,153.5,144.38338,156.7,136.8279,148.5,137.19646,148.9,434853.361,434853.361
2021-12-15,138.48642,150.3,142.817,155.0,130.56238,141.7,141.52704,153.6,611833.278,611833.278
2021-12-14,133.23444,144.6,139.96066,151.9,131.66806,142.9,138.57856,150.4,511641.769,511641.769
2021-12-13,146.41046,158.9,147.33186,159.9,131.48378,142.7,133.23444,144.6,628722.159,628722.159
2021-12-12,145.5812,158.0,150.09606,162.9,141.15848,153.2,146.5026,159.0,382460.669,382460.669
2021-12-11,136.73576,148.4,146.9633,159.5,134.24798,145.7,145.5812,158.0,558649.677,558649.677
2021-12-10,139.49996,151.4,147.23972,159.8,135.9065,147.5,136.64362,148.3,704610.428,704610.428
2021-12-09,152.21528,165.2,153.96594,167.1,139.22354,151.1,139.40782,151.3,648228.982,648228.982
2021-12-08,149.08252,161.8,156.91442,170.3,143.55412,155.8,152.12314,165.1,890527.252,890527.252
2021-12-07,148.62182,161.3,152.76812,165.8,145.76548,158.2,149.08252,161.8,672241.01,672241.01
2021-12-06,144.01482,156.3,151.5703,164.5,130.19382,141.3,148.62182,161.3,1097434.113,1097434.113
2021-12-05,149.91178,162.7,152.031,165.0,136.3672,148.0,144.01482,156.3,1075867.598,1075867.598
2021-12-04,173.2232,188.0,174.42102,189.3,119.13702,129.3,149.91178,162.7,2758066.76925,2758066.76925
2021-12-03,187.5049,203.5,191.74334,208.1,165.20702,179.3,173.2232,188.0,825086.4,825086.4
2021-12-02,192.29618,208.7,193.58614,210.1,184.18786,199.9,187.5049,203.5,562121.73,562121.73
2021-12-01,191.46692,207.8,200.68092,217.8,188.97914,205.1,192.38832,208.8,674057.314,674057.314
2021-11-30,189.3477,205.5,202.61586,219.9,181.88436,197.4,191.46692,207.8,1032919.457,1032919.457
2021-11-29,183.8193,199.5,193.0333,209.5,179.58086,194.9,189.3477,205.5,810923.688,810923.688
2021-11-28,179.673,195.0,184.18786,199.9,167.6948,182.0,183.8193,199.5,723846.344,723846.344
2021-11-27,180.31798,195.7,185.2014,201.0,175.61884,190.6,179.76514,195.1,524367.982,524367.982
2021-11-26,205.4722,223.0,207.22286,224.9,175.066,190.0,180.31798,195.7,1536691.461,1536691.461
2021-11-25,195.52108,212.2,211.73772,229.8,194.13898,210.7,205.38006,222.9,892094.61,892094.61
2021-11-24,199.20668,216.2,200.58878,217.7,189.71626,205.9,195.52108,212.2,586526.86,586526.86
2021-11-23,192.66474,209.1,201.60232,218.8,188.97914,205.1,199.20668,216.2,709895.649,709895.649
2021-11-22,203.81368,221.2,204.27438,221.7,189.07128,205.2,192.66474,209.1,865031.634,865031.634
2021-11-21,208.97352,226.8,212.65912,230.8,202.33944,219.6,203.72154,221.1,698329.313,698329.313
2021-11-20,200.77306,217.9,209.89492,227.8,195.70536,212.4,208.97352,226.8,841347.754,841347.754
2021-11-19,188.05774,204.1,203.90582,221.3,183.8193,199.5,200.77306,217.9,1040819.801,1040819.801
2021-11-18,211.55344,229.6,214.13336,232.4,183.72716,199.4,188.14988,204.2,1689641.574,1689641.574
2021-11-17,212.29056,230.4,216.89756,235.4,200.49664,217.6,211.55344,229.6,1422751.183,1422751.183
2021-11-16,242.3282,263.0,242.60462,263.3,205.0115,222.5,212.10628,230.2,2396155.13,2396155.13
2021-11-15,257.34702,279.3,259.3741,281.5,238.6426,259.0,242.3282,263.0,1155933.609,1155933.609
2021-11-14,237.44478,257.7,257.71558,279.7,228.87576,248.4,257.34702,279.3,1358747.997,1358747.997
2021-11-13,231.36354,251.1,243.43388,264.2,225.92728,245.2,237.44478,257.7,1167201.211,1167201.211
2021-11-12,241.59108,262.2,260.47978,282.7,224.54518,243.7,231.45568,251.2,2414623.352,2414623.352
2021-11-11,239.84042,260.3,252.64788,274.2,230.8107,250.5,241.68322,262.3,1666490.106,1666490.106
2021-11-10,241.4068,262.0,272.45798,295.7,231.82424,251.6,239.93256,260.4,3733558.8607,3733558.8607
2021-11-09,211.0006,229.0,253.01644,274.6,208.6971,226.5,241.4068,262.0,3256268.81184,3256268.81184
2021-11-08,186.21494,202.1,211.64558,229.7,186.1228,202.0,211.0006,229.0,1380080.247,1380080.247
2021-11-07,182.06864,197.6,186.21494,202.1,181.42366,196.9,186.1228,202.0,351383.08,351383.08
2021-11-06,183.26646,198.9,185.29354,201.1,175.9874,191.0,182.06864,197.6,420636.051,420636.051
2021-11-05,186.67564,202.6,187.32062,203.3,181.23938,196.7,183.26646,198.9,454701.028,454701.028
2021-11-04,191.00622,207.3,191.00622,207.3,180.68654,196.1,186.67564,202.6,592543.494,592543.494
2021-11-03,185.10926,200.9,192.84902,209.3,181.88436,197.4,191.00622,207.3,839855.941,839855.941
2021-11-02,182.06864,197.6,188.79486,204.9,179.76514,195.1,185.10926,200.9,589454.742,589454.742
2021-11-01,176.81666,191.9,185.38568,201.2,173.03892,187.8,182.06864,197.6,656176.592,656176.592
2021-10-31,175.25028,190.2,179.85728,195.2,172.02538,186.7,176.81666,191.9,514684.875,514684.875
2021-10-30,181.23938,196.7,181.79222,197.3,171.93324,186.6,175.25028,190.2,415371.62,415371.62
2021-10-29,174.88172,189.8,183.08218,198.7,173.31534,188.1,181.23938,196.7,581094.6,581094.6
2021-10-28,165.11488,179.2,179.2123,194.5,163.64064,177.6,174.88172,189.8,722390.735,722390.735
2021-10-27,181.9765,197.5,188.887,205.0,157.65154,171.1,165.20702,179.3,1380721.926,1380721.926
2021-10-26,180.1337,195.5,183.72716,199.4,175.34242,190.3,182.06864,197.6,571152.655,571152.655
2021-10-25,175.43456,190.4,181.88436,197.4,174.69744,189.6,180.1337,195.5,435121.822,435121.822
2021-10-24,180.87082,196.3,184.18786,199.9,170.64328,185.2,175.43456,190.4,568204.06,568204.06
2021-10-23,175.9874,191.0,182.4372,198.0,173.86818,188.7,180.87082,196.3,413109.664,413109.664
2021-10-22,181.33152,196.8,185.6621,201.5,173.13106,187.9,175.9874,191.0,731846.105,731846.105
2021-10-21,191.09836,207.4,197.82458,214.7,179.85728,195.2,181.33152,196.8,1129324.235,1129324.235
2021-10-20,173.96032,188.8,192.94116,209.4,171.01184,185.6,191.00622,207.3,1121684.82,1121684.82
2021-10-19,170.9197,185.5,176.54024,191.6,168.70834,183.1,173.96032,188.8,598824.688,598824.688
2021-10-18,169.35332,183.8,172.85464,187.6,164.4699,178.5,171.01184,185.6,591931.083,591931.083
2021-10-17,171.3804,186.0,173.31534,188.1,162.53496,176.4,169.26118,183.7,475002.963,475002.963
2021-10-16,174.78958,189.7,177.46164,192.6,170.459,185.0,171.3804,186.0,576811.605,576811.605
2021-10-15,167.04982,181.3,177.8302,193.0,162.53496,176.4,174.69744,189.6,1143344.438,1143344.438
2021-10-14,163.73278,177.7,172.02538,186.7,162.99566,176.9,167.04982,181.3,746399.181,746399.181
2021-10-13,159.03364,172.6,165.57558,179.7,154.42664,167.6,163.64064,177.6,657952.562,657952.562
2021-10-12,165.11488,179.2,165.11488,179.2,153.22882,166.3,159.03364,172.6,708173.9,708173.9
2021-10-11,161.06072,174.8,170.82756,185.4,158.4808,172.0,165.02274,179.1,679614.987,679614.987
2021-10-10,165.75986,179.9,169.5376,184.0,160.3236,174.0,161.06072,174.8,559785.153,559785.153
2021-10-09,162.07426,175.9,168.52406,182.9,160.69216,174.4,165.75986,179.9,445979.888,445979.888
2021-10-08,164.56204,178.6,168.98476,183.4,160.69216,174.4,162.07426,175.9,697493.034,697493.034
2021-10-07,164.4699,178.5,172.3018,187.0,159.77076,173.4,164.56204,178.6,866672.447,866672.447
2021-10-06,160.04718,173.7,168.6162,183.0,150.92532,163.8,164.4699,178.5,967921.404,967921.404
2021-10-05,154.3345,167.5,161.61356,175.4,153.50524,166.6,160.13932,173.8,622714.612,622714.612
2021-10-04,157.0987,170.5,157.46726,170.9,148.62182,161.3,154.3345,167.5,586624.931,586624.931
2021-10-03,155.62446,168.9,161.245,175.0,152.67598,165.7,157.0987,170.5,437060.787,437060.787
2021-10-02,153.04454,166.1,159.21792,172.8,151.47816,164.4,155.62446,168.9,427845.773,427845.773
2021-10-01,141.15848,153.2,154.88734,168.1,139.22354,151.1,153.13668,166.2,701432.917,701432.917
2021-09-30,133.41872,144.8,142.3563,154.5,132.58946,143.9,141.25062,153.3,505878.24,505878.24
2021-09-29,129.4567,140.5,138.57856,150.4,128.71958,139.7,133.32658,144.7,505249.15568,505249.15568
2021-09-28,133.603,145.0,137.2886,149.0,128.996,140.0,129.54884,140.6,551914.7719,551914.7719
2021-09-27,138.85498,150.7,142.72486,154.9,133.41872,144.8,133.603,145.0,463173.188,463173.188
2021-09-26,139.03926,150.9,141.34276,153.4,130.74666,141.9,138.85498,150.7,837958.065,837958.065
2021-09-25,140.0528,152.0,143.64626,155.9,137.10432,148.8,139.1314,151.0,622457.078,622457.078
2021-09-24,151.01746,163.9,153.50524,166.6,130.47024,141.6,140.14494,152.1,1236046.28455,1236046.28455
2021-09-23,148.71396,161.4,152.031,165.0,144.75194,157.1,151.01746,163.9,559513.522,559513.522
2021-09-22,136.92004,148.6,149.08252,161.8,133.87942,145.3,148.71396,161.4,822665.566,822665.566
2021-09-21,144.84408,157.2,149.54322,162.3,133.32658,144.7,136.8279,148.5,988169.63393,988169.63393
2021-09-20,161.79784,175.6,162.1664,176.0,141.25062,153.3,144.84408,157.2,1300459.67767,1300459.67767
2021-09-19,167.04982,181.3,167.41838,181.7,158.9415,172.5,161.79784,175.6,364865.775,364865.775
2021-09-18,165.852,180.0,171.19612,185.8,163.91706,177.9,167.14196,181.4,372409.224,372409.224
2021-09-17,170.64328,185.2,175.5267,190.5,163.5485,177.5,165.852,180.0,566767.069,566767.069
2021-09-16,174.23674,189.1,180.04156,195.4,167.2341,181.5,170.64328,185.2,935286.231,935286.231
2021-09-15,168.6162,183.0,177.00094,192.1,165.48344,179.6,174.1446,189.0,745508.059,745508.059
2021-09-14,165.29916,179.4,174.1446,189.0,162.25854,176.1,168.70834,183.1,1091279.997,1091279.997
2021-09-13,168.70834,183.1,221.136,240.0,157.28298,170.7,165.29916,179.4,5437062.6741,5437062.6741
2021-09-12,164.56204,178.6,171.56468,186.2,161.33714,175.1,168.6162,183.0,564714.696,564714.696
2021-09-11,160.41574,174.1,171.56468,186.2,159.77076,173.4,164.56204,178.6,551963.071,551963.071
2021-09-10,166.3127,180.5,172.67036,187.4,157.28298,170.7,160.41574,174.1,721100.842,721100.842
2021-09-09,165.57558,179.7,173.77604,188.6,162.6271,176.5,166.3127,180.5,896655.718,896655.718
2021-09-08,164.37776,178.4,174.1446,189.0,155.99302,169.3,165.57558,179.7,1419232.641,1419232.641
2021-09-07,202.15516,219.4,204.45866,221.9,149.35894,162.1,164.4699,178.5,2026882.59263,2026882.59263
2021-09-06,213.94908,232.2,214.04122,232.3,197.91672,214.8,202.15516,219.4,1001710.493,1001710.493
2021-09-05,195.3368,212.0,214.280784,232.56,193.9547,210.5,213.94908,232.2,1007949.97992,1007949.97992
2021-09-04,196.16606,212.9,207.49928,225.2,192.01976,208.4,195.24466,211.9,1448417.53392,1448417.53392
2021-09-03,168.98476,183.4,200.58878,217.7,165.66772,179.8,196.16606,212.9,2071663.63126,2071663.63126
2021-09-02,166.68126,180.9,173.13106,187.9,165.29916,179.4,168.89262,183.3,683639.85445,683639.85445
2021-09-01,158.11224,171.6,168.43192,182.8,155.2559,168.5,166.68126,180.9,692302.294,692302.294
2021-08-31,154.24236,167.4,161.61356,175.4,152.58384,165.6,158.0201,171.5,553621.007,553621.007
2021-08-30,160.69216,174.4,162.6271,176.5,153.4131,166.5,154.15022,167.3,468119.396,468119.396
2021-08-29,161.88998,175.7,168.24764,182.6,159.49434,173.1,160.60002,174.3,547343.58554,547343.58554
2021-08-28,162.35068,176.2,163.17994,177.1,157.83582,171.3,161.79784,175.6,316185.26963,316185.26963
2021-08-27,154.51878,167.7,162.48889,176.35,152.031,165.0,162.35068,176.2,456121.02531,456121.02531
2021-08-26,163.788064,177.76,166.017852,180.18,151.93886,164.9,154.51878,167.7,568905.75324,568905.75324
2021-08-25,159.761546,173.39,164.9306,179.0,155.771884,169.06,163.77885,177.75,617983.0803,617983.0803
2021-08-24,172.283372,186.98,173.812896,188.64,158.71115,172.25,159.789188,173.42,780692.69421,780692.69421
2021-08-23,171.24219,185.85,176.853516,191.94,169.178254,183.61,172.311014,187.01,877311.28336,877311.28336
2021-08-22,165.455798,179.57,174.69744,189.6,164.359332,178.38,171.297474,185.91,935874.98336,935874.98336
2021-08-21,169.159826,183.59,169.979872,184.48,162.645528,176.52,165.511082,179.63,644225.29965,644225.29965
2021-08-20,161.770198,175.57,169.638954,184.11,160.424954,174.11,169.159826,183.59,708140.15383,708140.15383
2021-08-19,153.542096,166.64,162.000548,175.82,149.874924,162.66,161.788626,175.59,682216.29479,682216.29479
2021-08-18,155.34804,168.6,160.821156,174.54,150.114488,162.92,153.55131,166.65,694819.54486,694819.54486
2021-08-17,163.972344,177.96,169.887732,184.38,154.804414,168.01,155.357254,168.61,781038.75082,781038.75082
2021-08-16,170.081226,184.59,174.172242,189.03,162.48889,176.35,163.944702,177.93,898330.4154,898330.4154
2021-08-15,168.413492,182.78,171.88717,186.55,161.410852,175.18,170.09044,184.6,948648.90733,948648.90733
2021-08-14,168.911048,183.32,170.560354,185.11,160.894868,174.62,168.395064,182.76,944596.30069,944596.30069
2021-08-13,152.408774,165.41,170.062798,184.57,151.1096,164.0,168.901834,183.31,1122682.76822,1122682.76822
2021-08-12,157.163198,170.57,165.612436,179.74,148.133478,160.77,152.381132,165.38,987267.21224,987267.21224
2021-08-11,152.381132,165.38,162.230898,176.07,151.321522,164.23,157.19084,170.6,914647.0176,914647.0176
2021-08-10,153.201178,166.27,155.053192,168.28,146.309106,158.79,152.381132,165.38,894686.73503,894686.73503
2021-08-09,137.924366,149.69,157.356692,170.78,133.74121,145.15,153.238034,166.31,1165618.32076,1165618.32076
2021-08-08,143.664688,155.92,145.240282,157.63,135.4458,147.0,137.924366,149.69,700140.23658,700140.23658
2021-08-07,136.302702,147.93,144.097746,156.39,135.501084,147.06,143.664688,155.92,878574.53896,878574.53896
2021-08-06,132.230114,143.51,139.03926,150.9,130.590022,141.73,136.32113,147.95,685973.67511,685973.67511
2021-08-05,131.363998,142.57,133.778066,145.19,125.420968,136.12,132.248542,143.53,615027.38819,615027.38819
2021-08-04,127.604686,138.49,133.1423,144.5,124.886556,135.54,131.363998,142.57,486488.33119,486488.33119
2021-08-03,130.212248,141.32,131.981336,143.24,124.94184,135.6,127.604686,138.49,402821.08451,402821.08451
